N,661,33,8.93
N,244,70,4.84
N,271,95,0.62
N,29,12,4.60
N,274,54,6.68
N,476,40,1.18
N,218,20,3.94
N,473,1,9.92
N,476,77,8.29
N,529,97,4.52
N,810,80,7.05
N,25,35,3.34
N,431,62,8.69
N,69,44,9.07
N,263,38,5.66
N,267,25,0.08
N,540,98,8.14
N,272,38,5.30
N,884,24,0.98
N,640,63,0.61
N,116,66,4.92
N,817,15,6.75
N,550,45,5.06
N,121,47,2.78
N,926,7,7.82
N,771,93,0.78
N,144,29,1.89
N,993,94,7.59
N,319,90,7.79
N,828,99,5.04
N,363,58,1.03
N,146,4,0.29
N,496,89,4.07
N,622,90,3.40
N,572,86,6.41
N,653,62,5.80
N,616,99,3.82
N,26,83,7.29
N,185,18,3.64
N,862,7,1.60
N,437,30,2.34
N,805,93,7.27
N,88,54,7.44
N,160,66,7.04
N,252,38,0.22
N,323,54,8.50
N,174,32,4.07
N,930,0,8.76
N,468,13,3.72
N,238,11,9.81
N,598,24,5.56
N,333,24,1.95
N,809,53,5.51
N,251,37,1.31
N,502,78,0.53
N,631,57,1.04
N,214,49,2.90
N,289,83,3.63
N,512,96,6.71
N,281,22,2.65
N,579,88,9.47
N,921,79,1.46
N,755,70,6.24
N,733,33,1.90
N,327,34,0.17
N,475,71,6.52
N,448,67,2.85
N,329,25,0.97
N,49,88,7.51
N,854,42,5.93
N,573,99,0.26
N,25,12,0.42
N,484,39,0.26
N,180,92,0.95
N,336,10,8.09
N,949,46,2.94
N,89,23,6.34
N,787,97,0.16
N,480,77,1.88
N,32,80,7.93
N,895,67,7.22
N,120,93,4.44
N,428,88,8.19
N,943,65,0.13
N,161,85,3.43
N,510,4,1.14
N,583,83,8.85
N,460,20,8.75
N,770,41,0.32
N,195,94,7.56
N,749,15,3.29
N,322,95,3.41
N,585,8,6.66
N,93,74,3.98
N,214,6,6.92
N,964,46,5.87
N,8,43,8.28
N,985,18,1.11
N,541,77,5.67
N,185,72,1.19
N,19,22,1.70
N,677,96,7.96
N,375,55,7.33
N,440,47,1.54
N,959,6,4.30
N,125,82,5.76
N,681,74,3.43
N,134,40,3.43
N,746,20,3.56
N,744,47,6.77
N,991,91,1.45
N,990,63,4.70
N,412,54,6.94
N,682,63,7.24
N,37,43,1.84
N,603,14,1.30
N,185,69,8.75
N,144,6,3.56
N,447,18,3.10
N,595,81,7.58
N,364,51,5.20
N,699,17,5.95
N,626,21,5.35
N,328,18,6.93
N,832,70,0.94
N,703,69,4.99
N,286,4,3.64
N,216,2,2.50
N,918,9,0.54
N,436,34,8.46
N,893,20,4.18
N,706,13,9.51
N,132,6,3.57
N,233,65,7.78
N,621,78,3.56
N,29,48,8.36
N,208,46,7.45
N,482,24,0.40
N,311,92,5.19
N,230,39,1.54
N,916,31,7.98
N,202,62,9.12
N,338,58,2.92
N,360,10,5.18
N,46,82,6.76
N,904,54,8.70
N,795,50,4.43
N,595,94,9.21
N,118,73,8.42
N,272,33,7.80
N,187,89,1.44
N,216,67,5.47
N,161,20,7.06
N,174,88,0.11
N,754,15,7.26
N,577,20,4.41
N,705,16,8.36
N,763,27,6.38
N,255,49,0.44
N,633,52,3.33
N,577,63,0.31
N,499,31,0.08
N,731,87,9.80
N,393,58,2.62
N,967,81,1.58
N,431,49,8.73
N,701,33,3.09
N,881,97,2.94
N,548,51,8.85
N,745,99,5.77
N,340,92,2.09
N,316,85,2.90
N,198,61,0.97
N,345,76,6.58
N,40,41,1.75
N,539,3,4.32
N,426,72,6.54
N,706,76,4.46
N,942,49,4.54
N,352,19,9.08
N,7,50,8.06
N,128,21,3.73
N,425,68,6.01
N,680,71,4.24
N,641,60,6.38
N,960,5,9.08
N,727,78,5.66
N,370,26,1.41
N,287,76,8.40
N,622,64,7.32
N,425,37,1.77
N,268,30,6.25
N,812,95,9.11
N,205,17,8.99
N,570,79,9.85
N,887,25,6.83
N,102,77,9.75
N,262,60,0.94
N,98,63,2.15
N,669,59,5.25
N,262,63,3.73
N,373,89,0.61
N,610,89,1.26
N,574,42,3.21
N,117,49,8.19
N,961,97,9.01
N,134,11,8.90
N,807,4,2.78
N,290,63,7.51
N,72,11,3.16
N,398,15,6.22
N,819,92,8.38
N,254,60,2.32
N,502,67,4.32
N,44,37,4.85
N,544,32,3.76
N,591,82,8.58
N,920,73,0.82
N,990,3,9.58
N,391,66,9.16
N,171,76,3.66
N,617,41,8.35
N,706,17,1.00
N,504,56,9.10
N,753,64,7.46
N,572,32,6.48
N,150,91,4.42
N,142,52,0.00
N,887,90,7.41
N,294,1,7.60
N,485,34,6.09
N,300,32,2.99
N,785,36,0.99
N,824,64,0.40
N,702,56,1.29
N,525,64,1.50
N,978,6,2.75
N,87,41,7.62
N,859,92,3.12
N,111,79,9.99
N,188,49,1.85
N,360,56,8.53
N,83,52,2.28
N,356,30,3.22
N,75,95,2.46
N,313,58,6.14
N,677,60,7.51
N,186,58,0.37
N,851,28,4.44
N,172,77,6.66
N,913,41,1.44
N,584,86,6.14
N,903,21,3.52
N,97,11,0.33
N,131,52,9.69
N,649,96,8.12
N,731,78,0.61
N,544,96,4.66
N,999,85,8.00
N,353,69,9.64
N,261,78,4.54
N,259,32,9.05
N,125,16,6.62
N,552,59,1.18
N,921,82,8.28
N,43,21,7.66
N,687,30,3.29
N,978,41,9.16
N,938,16,2.19
N,11,11,7.03
N,398,1,7.44
N,196,77,2.97
N,95,89,3.38
N,727,65,9.24
N,291,57,5.78
N,142,61,1.58
N,947,42,2.03
N,483,68,1.10
N,22,72,0.97
N,223,39,4.92
N,725,44,6.82
N,533,85,9.35
N,672,64,0.87
N,99,37,3.59
N,453,91,4.62
N,135,31,6.59
N,127,95,6.19
N,165,68,3.70
N,161,23,3.48
N,422,78,7.18
N,764,92,0.00
N,206,70,5.55
N,129,4,6.01
N,919,61,5.83
N,302,40,1.84
N,256,31,1.49
N,22,19,6.06
N,157,2,6.72
N,97,52,6.72
N,931,86,6.10
N,786,42,2.20
N,424,5,3.28
N,791,98,0.97
N,646,96,8.81
N,365,46,9.57
N,235,71,1.76
N,300,30,1.56
N,368,23,6.68
N,196,3,7.24
N,233,11,6.33
N,604,26,8.34
N,655,57,1.29
N,728,80,8.82
N,209,84,8.22
N,107,45,4.27
N,913,56,3.49
N,752,23,5.94
N,274,79,4.96
N,395,78,8.82
N,40,68,0.76
N,535,60,5.47
N,843,2,7.43
N,673,1,3.51
N,788,1,5.99
N,398,86,2.04
N,205,95,7.77
N,117,0,2.70
N,985,5,9.80
N,131,30,0.83
N,735,42,2.34
N,324,22,0.64
N,572,31,9.83
N,411,57,0.83
N,392,54,3.68
N,289,21,3.06
N,509,21,2.88
N,572,44,9.67
N,929,89,8.75
N,944,49,3.26
N,931,41,6.75
N,520,7,1.43
N,549,96,5.51
N,954,3,8.65
N,227,26,9.32
N,808,26,3.97
N,783,59,2.48
N,304,61,2.27
N,497,94,6.38
N,38,56,3.89
N,595,9,2.32
N,482,70,6.16
N,26,14,6.31
N,439,25,0.71
N,63,7,9.77
N,875,95,4.53
N,75,78,8.04
N,371,55,3.37
N,404,65,6.96
N,192,8,3.43
N,472,84,1.97
N,735,80,5.07
N,977,65,0.84
N,282,31,5.36
N,366,67,1.69
N,297,11,0.37
N,539,67,7.63
N,317,50,6.06
N,741,97,6.84
N,615,50,9.85
N,923,96,5.71
N,329,16,2.99
N,467,76,0.81
N,832,31,4.71
N,253,92,0.15
N,279,29,1.89
N,774,60,5.76
N,20,6,8.73
N,85,21,8.95
N,47,42,6.64
N,598,86,6.05
N,631,65,5.18
N,595,59,3.92
N,271,1,5.86
N,625,94,4.39
N,182,27,8.28
N,777,80,2.16
N,675,90,3.53
N,861,24,3.72
N,279,24,6.50
N,305,45,8.65
N,765,45,5.16
N,249,66,9.18
N,142,53,0.02
N,863,99,9.64
N,774,20,9.94
N,761,65,1.06
N,561,29,6.22
N,408,18,0.94
N,321,38,2.62
N,31,33,0.73
N,829,3,8.43
N,384,86,7.94
N,364,93,3.16
N,827,50,5.83
N,60,45,1.29
N,289,53,2.74
N,419,28,6.92
N,466,59,0.46
N,235,88,3.23
N,783,24,2.56
N,574,88,6.22
N,584,69,5.96
N,190,60,7.17
N,525,91,9.94
N,468,48,9.26
N,81,54,3.90
N,989,23,2.51
N,868,11,7.93
N,28,52,6.66
N,480,6,2.50
N,763,96,1.98
N,540,67,2.16
N,108,36,8.27
N,605,34,7.64
N,241,22,2.24
N,310,47,5.92
N,641,92,5.08
N,30,2,3.50
N,801,97,3.91
N,100,27,7.14
N,449,58,3.98
N,340,50,8.42
N,958,92,8.08
N,617,53,1.80
N,580,65,7.23
N,186,37,8.51
N,13,36,8.03
N,209,64,0.52
N,207,82,0.44
N,839,28,5.04
N,484,18,8.78
N,72,20,2.77
N,783,28,1.41
N,334,27,0.09
N,876,37,9.48
N,997,39,2.94
N,240,56,5.92
N,427,7,7.75
N,655,67,4.48
N,913,12,7.32
N,491,71,4.80
N,181,19,6.28
N,695,48,7.90
N,884,34,8.31
N,468,95,5.25
N,561,75,1.69
N,457,95,4.82
N,710,11,6.55
N,299,26,9.36
N,204,80,8.11
N,88,94,7.23
N,390,60,3.09
N,742,0,9.02
N,221,30,4.91
N,932,60,1.02
N,827,58,1.33
N,668,45,0.46
N,806,12,3.73
N,791,66,3.95
N,6,33,3.82
N,101,81,1.43
N,695,98,6.01
N,532,97,6.48
N,508,13,1.83
N,499,1,9.36
N,904,43,9.05
N,986,97,2.70
N,780,39,6.33
N,410,4,1.48
N,737,3,2.83
N,836,5,5.78
N,981,87,7.64
N,635,65,8.69
N,594,50,8.53
N,389,67,8.63
N,326,60,6.55
N,604,66,4.00
N,914,5,2.18
N,609,55,8.32
N,912,95,0.55
N,878,99,5.10
N,87,65,3.11
N,86,72,1.65
N,640,6,4.24
N,257,82,6.08
N,816,43,1.38
N,925,87,8.60
N,891,60,0.95
N,575,71,4.21
N,293,45,8.94
N,842,62,4.12
N,171,72,7.99
N,824,63,8.73
N,80,47,0.38
N,758,77,8.28
N,996,40,2.68
N,396,87,0.66
N,445,95,7.47
N,14,58,8.79
N,962,2,9.87
N,644,87,7.97
N,248,63,6.28
N,977,76,8.80
N,182,53,8.01
N,48,44,4.00
N,195,83,8.62
N,629,91,0.05
N,400,60,5.05
N,835,52,3.72
N,873,36,5.20
N,802,73,6.56
N,165,17,8.88
N,348,70,0.47
N,809,16,3.21
N,903,20,5.98
N,209,43,6.00
N,167,63,5.78
N,440,89,5.97
N,508,98,9.53
N,701,32,5.41
N,906,67,0.75
N,309,44,0.89
N,70,89,7.21
N,6,48,8.81
N,634,1,6.52
N,900,97,1.47
N,467,26,9.92
N,676,69,2.90
N,133,58,8.95
N,683,33,1.07
N,459,52,7.30
N,561,16,4.38
N,7,26,8.01
N,602,37,2.55
N,532,82,6.04
N,78,7,1.98
N,582,64,3.83
N,609,21,0.85
N,315,83,6.73
N,420,80,7.27
N,51,31,6.65
N,80,38,8.53
N,703,15,0.83
N,657,85,2.14
N,685,26,7.26
N,204,84,1.19
N,521,66,5.86
N,310,0,3.07
N,734,37,2.90
N,932,57,0.90
N,191,96,2.75
N,905,4,9.56
N,244,77,8.67
N,460,37,3.90
N,613,58,0.44
N,593,44,6.00
N,730,60,6.23
N,792,70,3.52
N,98,33,8.13
N,974,76,7.31
N,598,21,3.25
N,194,33,3.65
N,40,24,1.91
N,471,64,3.12
N,935,12,8.84
N,937,18,0.49
N,346,58,9.65
N,180,35,2.97
N,437,55,7.72
N,674,24,2.67
N,386,21,4.38
N,575,9,4.06
N,783,45,5.12
N,664,4,6.54
N,427,36,2.23
N,916,93,3.09
N,271,30,8.96
N,758,10,1.98
N,372,26,2.80
N,683,25,7.34
N,371,58,2.12
N,142,70,5.48
N,964,67,2.87
N,737,44,4.02
N,306,20,8.25
N,195,31,2.52
N,317,16,0.08
N,467,81,6.39
N,438,34,9.01
N,544,62,5.94
N,115,54,5.49
N,47,8,0.68
N,608,5,1.37
N,91,64,2.33
N,554,55,0.04
N,834,29,4.06
N,637,7,5.41
N,637,23,5.00
N,437,44,2.89
N,841,76,1.54
N,41,99,9.82
N,205,42,5.62
N,619,15,2.21
N,948,69,7.85
N,955,25,4.72
N,761,84,2.10
N,913,94,7.33
N,448,45,7.36
N,164,34,8.57
N,659,3,0.34
N,981,77,4.85
N,593,89,4.38
N,437,35,9.22
N,276,98,4.00
N,959,99,9.10
N,886,12,9.73
N,22,37,9.62
N,391,0,9.28
N,939,1,2.27
N,623,70,7.47
N,931,55,4.57
N,148,20,8.16
N,197,36,9.33
N,34,21,6.50
N,666,44,8.41
N,630,77,4.20
N,125,72,8.10
N,975,90,1.74
N,709,52,0.13
N,526,41,5.68
N,987,94,6.18
N,391,94,4.40
N,21,48,2.76
N,499,13,4.16
N,277,10,0.74
N,661,14,3.25
N,576,83,7.43
N,417,25,7.69
N,150,76,5.15
N,897,54,2.28
N,353,51,2.85
N,135,92,3.61
N,653,10,4.79
N,617,12,2.95
N,320,39,2.75
N,587,28,4.82
N,55,4,3.60
N,409,84,7.25
N,357,32,9.99
N,603,46,0.38
N,476,61,5.72
N,817,19,2.18
N,246,60,4.90
N,816,85,4.75
N,100,68,6.76
N,411,1,7.60
N,199,66,7.00
N,264,90,3.47
N,215,53,0.49
N,492,91,2.93
N,974,62,8.16
N,673,12,4.35
N,572,57,6.98
N,741,1,6.21
N,73,83,6.79
N,324,52,7.51
N,191,4,8.67
N,827,55,2.10
N,783,75,0.47
N,841,88,5.16
N,709,20,9.08
N,760,41,1.38
N,702,32,9.33
N,548,71,8.64
N,46,64,9.64
N,752,10,2.91
N,244,56,4.12
N,998,12,8.32
N,846,96,2.77
N,19,75,9.76
N,261,71,1.30
N,128,82,3.36
N,155,78,4.60
N,745,38,2.02
N,800,79,0.58
N,257,53,8.82
N,226,6,3.18
N,852,11,5.67
N,369,22,1.83
N,809,71,7.36
N,90,49,1.04
N,558,97,7.10
N,777,87,6.49
N,650,9,5.92
N,511,72,6.83
N,51,69,2.59
N,239,98,6.01
N,827,78,0.35
N,321,49,2.58
N,588,64,6.30
N,99,82,4.44
N,791,78,0.21
N,700,47,5.92
N,42,34,8.34
N,456,33,0.01
N,552,62,6.89
N,663,54,2.23
N,672,90,1.06
N,689,19,5.37
N,68,83,6.36
N,8,2,0.56
N,910,81,0.35
N,683,43,8.48
N,377,79,0.66
N,990,96,0.28
N,393,36,2.95
N,245,0,7.97
N,80,53,5.96
N,307,26,7.99
N,752,43,0.69
N,305,15,4.42
N,398,24,7.18
N,915,48,7.12
N,332,17,6.93
N,203,25,8.91
N,833,70,2.80
N,736,1,1.53
N,502,35,2.09
N,249,18,4.02
N,198,52,1.71
N,756,29,8.83
N,760,52,4.06
N,522,98,9.71
N,901,87,8.20
N,864,66,5.50
N,48,17,4.80
N,719,25,2.75
N,205,54,8.60
N,960,74,3.77
N,672,7,4.95
N,327,3,1.61
N,980,54,0.65
N,253,37,3.85
N,681,10,3.55
N,850,20,9.64
N,350,64,2.67
N,64,16,2.85
N,717,52,5.15
N,747,77,1.69
N,423,4,9.41
N,800,57,9.52
N,714,86,1.45
N,941,28,5.41
N,686,80,2.86
N,874,83,6.71
N,291,61,7.22
N,945,81,1.41
N,523,65,6.82
N,357,41,6.77
N,675,47,3.45
N,774,6,5.50
N,958,70,1.49
N,97,48,4.56
N,446,51,3.39
N,623,30,5.19
N,922,37,1.83
N,19,0,2.92
N,754,82,5.63
N,319,34,9.88
N,211,81,4.51
N,828,59,3.48
N,333,43,1.79
N,130,24,6.68
N,351,33,5.99
N,171,93,5.79
N,895,90,0.35
N,469,50,7.25
N,929,92,5.57
N,617,20,0.53
N,291,62,5.44
N,355,66,6.83
N,876,73,1.23
N,819,4,9.41
N,444,36,8.42
N,693,55,0.23
N,788,7,1.78
N,33,9,6.65
N,76,95,1.84
N,86,94,7.80
N,351,54,3.08
N,383,60,8.60
N,611,88,0.74
N,584,92,4.11
N,924,61,9.47
N,789,21,2.16
N,51,93,5.43
N,802,19,2.43
N,347,21,3.40
N,716,13,0.77
N,758,98,0.20
N,844,49,1.38
N,46,76,2.85
N,105,8,6.78
N,19,85,6.51
N,796,37,5.07
N,488,24,4.36
N,537,66,4.76
N,433,24,5.36
N,809,83,6.89
N,831,91,7.19
N,917,79,8.84
N,410,60,3.64
N,20,72,1.98
N,948,72,3.66
N,748,79,4.97
N,92,43,5.48
N,951,17,8.39
N,312,82,1.53
N,706,10,7.19
N,544,74,5.52
N,422,52,4.61
N,289,41,8.80
N,137,27,5.49
N,169,15,8.26
N,142,27,7.74
N,674,33,3.26
N,121,74,6.42
N,336,69,3.79
N,409,86,4.07
N,142,81,8.89
N,398,79,3.37
N,437,22,9.15
N,659,69,8.36
N,227,52,9.72
N,317,91,1.55
N,181,82,0.96
N,640,51,0.35
N,955,63,9.32
N,417,7,0.01
N,955,50,0.08
N,294,83,2.34
N,863,54,6.19
N,316,2,0.82
N,130,74,4.66
N,765,87,5.10
N,860,21,6.20
N,542,15,5.14
N,349,71,10.00
N,876,85,7.76
N,570,58,2.10
N,764,69,1.42
N,859,24,0.77
N,988,3,2.16
N,43,42,0.05
N,936,46,1.65
N,331,72,6.21
N,870,43,1.57
N,466,40,4.21
N,390,46,8.10
N,117,61,8.83
N,922,31,1.13
N,950,49,6.59
N,810,4,3.02
N,788,43,5.32
N,901,3,0.57
N,899,56,5.25
N,557,35,7.42
N,615,48,0.36
N,513,20,8.70
N,594,10,7.04
N,785,23,7.43
N,590,61,3.79
N,283,12,4.67
N,88,17,4.13
N,738,99,7.16
N,230,69,1.67
N,732,63,0.84
N,944,92,6.51
N,359,30,8.31
N,650,95,1.94
N,376,28,7.21
N,414,24,3.16
N,681,35,3.21
N,34,99,1.73
N,615,86,6.75
N,938,35,5.55
N,61,17,5.40
N,239,65,1.20
N,307,52,2.66
N,151,31,4.13
N,407,42,6.28
N,969,44,5.70
N,758,37,5.12
N,477,16,6.99
N,25,13,9.38
N,329,92,9.18
N,119,0,5.60
N,768,62,6.30
N,802,16,3.00
N,930,3,3.28
N,212,31,3.01
N,416,67,4.04
N,619,53,0.98
N,677,64,4.36
N,771,11,1.29
N,377,23,8.31
N,792,0,5.42
N,794,24,7.49
N,786,59,2.18
N,674,7,3.49
N,504,69,0.77
N,994,61,8.68
N,519,80,6.36
N,987,61,4.02
N,418,8,9.79
N,382,29,1.96
N,932,34,3.29
N,925,66,5.18
N,265,79,6.76
N,329,80,5.53
N,936,79,8.33
N,807,75,2.26
N,333,93,9.34
N,266,63,6.03
N,535,90,4.03
N,985,92,6.14
N,635,87,1.55
N,883,58,5.06
N,812,12,4.76
N,465,99,0.70
N,409,77,6.40
N,812,64,4.74
N,289,67,8.87
N,36,17,8.89
N,189,95,2.68
N,202,50,6.99
N,53,33,9.82
N,966,4,2.22
N,565,5,2.26
N,302,73,0.59
N,418,11,6.79
N,559,45,7.46
N,500,86,7.22
N,945,28,8.77
N,392,82,1.03
N,442,22,5.24
N,492,39,7.39
N,980,62,1.83
N,908,22,5.16
N,231,62,9.26
N,201,65,1.02
N,53,89,3.48
N,766,60,4.96
N,225,9,7.43
N,603,86,9.67
N,307,96,1.82
N,807,88,6.22
N,279,40,4.79
N,886,38,3.51
N,888,0,1.66
N,151,5,4.88
N,870,56,4.28
N,621,20,5.21
N,478,73,5.22
N,867,17,6.26
N,886,26,9.68
N,110,24,2.10
N,971,22,3.19
N,409,66,2.75
N,592,33,0.39
N,202,30,3.62
N,736,27,7.85
N,436,17,1.86
N,695,45,3.46
N,545,2,6.83
N,288,6,9.06
N,300,97,8.80
N,539,99,3.31
N,370,64,1.19
N,107,25,0.66
N,261,45,0.63
N,974,20,5.67
N,841,10,9.14
N,58,39,8.66
N,354,13,8.04
N,869,48,6.91
N,414,82,4.59
N,87,66,3.19
N,944,45,5.92
N,141,66,4.29
N,546,8,6.17
N,115,37,1.97
N,654,27,8.15
N,271,67,5.09
N,637,83,5.95
N,133,78,7.97
N,137,83,2.47
N,614,93,3.60
N,120,52,1.27
N,462,64,4.49
N,256,92,6.61
N,367,97,4.29
N,245,11,7.16
N,115,15,7.44
N,574,60,0.02
N,868,10,5.84
N,860,57,9.65
N,653,19,7.02
N,844,67,4.76
N,751,42,4.49
N,411,78,1.94
N,441,94,8.88
N,409,87,9.89
N,323,23,1.83
N,726,37,1.10
N,117,78,3.02
N,744,25,3.22
N,835,73,7.47
N,489,89,2.26
N,574,15,5.60
N,60,91,2.68
N,748,78,7.68
N,26,47,3.64
N,327,13,3.56
N,127,4,0.35
N,384,95,0.70
N,913,2,7.26
N,550,52,5.76
N,590,65,1.55
N,411,48,9.55
N,75,43,5.24
N,724,46,1.73
N,552,25,4.01
N,73,4,5.06
N,312,59,1.28
N,384,76,4.97
N,577,89,0.85
N,311,68,3.49
N,12,23,6.47
N,663,47,7.74
N,121,14,2.86
N,835,47,5.33
N,368,40,3.47
N,919,64,9.98
N,359,0,7.92
N,127,63,8.15
N,645,22,9.08
N,179,38,6.19
N,949,9,7.35
N,379,42,7.95
N,396,95,2.74
N,205,56,9.79
N,110,15,4.51
N,66,78,5.61
N,388,21,6.07
N,837,68,5.13
N,629,11,3.95
N,951,94,8.83
N,58,37,0.44
N,469,6,2.46
N,777,43,10.00
N,38,2,2.13
N,444,83,3.61
N,219,24,7.96
N,425,5,2.46
N,861,85,7.70
N,32,28,9.05
N,91,61,0.56
N,359,35,9.45
N,79,14,4.95
N,356,53,6.01
N,468,43,2.79
N,743,5,5.05
N,929,67,8.09
N,806,54,8.04
N,683,45,3.08
N,157,95,6.94
N,787,92,8.36
N,749,86,9.28
N,661,23,1.43
N,756,99,2.20
N,912,99,7.28
N,775,10,9.11
N,5,47,0.80
N,928,0,2.36
N,717,85,9.03
N,689,92,1.41
N,688,4,5.96
N,866,5,0.22
N,798,86,2.52
N,243,47,2.72
N,422,83,0.14
N,172,51,7.75
N,50,38,7.21
N,493,93,0.06
N,2,20,0.88
N,505,76,7.72
N,232,93,2.24
N,751,49,5.74
N,414,68,9.46
N,565,82,1.91
N,902,47,0.54
N,586,50,5.90
N,522,63,3.15
N,998,66,6.61
N,736,24,9.62
N,285,47,5.68
N,194,13,6.82
N,823,87,2.25
N,384,42,7.51
N,266,59,0.55
N,485,72,8.78
N,461,62,4.45
N,655,10,2.88
N,844,84,6.03
N,21,83,8.35
N,622,52,3.99
N,158,32,6.66
N,175,87,9.19
N,119,13,7.77
N,616,8,9.50
N,323,57,8.48
N,113,39,3.56
N,901,29,6.14
N,497,54,1.77
N,143,45,9.06
N,49,83,3.27
N,688,18,5.15
N,455,84,5.21
N,785,31,2.60
N,283,23,9.39
N,937,64,8.21
N,936,11,3.70
N,458,47,2.79
N,537,3,4.73
N,128,92,9.61
N,181,63,7.87
N,438,89,3.75
N,267,82,1.14
N,360,38,0.86
N,455,12,6.80
N,28,9,2.60
N,805,76,6.96
N,931,6,2.54
N,844,96,7.81
N,215,38,0.41
N,589,15,7.65
N,125,90,2.64
N,245,82,3.38
N,269,15,1.39
N,605,50,1.70
N,192,40,4.80
N,493,14,7.21
N,251,39,4.76
N,359,64,6.57
N,36,51,2.96
N,907,13,0.08
N,510,12,1.16
N,33,81,5.49
N,579,4,3.64
N,463,22,4.87
N,684,25,6.43
N,628,27,2.48
N,114,96,4.78
N,368,15,5.85
N,819,88,2.64
N,253,1,7.86
N,907,77,7.61
N,416,31,1.25
N,41,72,0.39
N,298,65,1.54
N,545,41,6.59
N,686,19,2.70
N,961,66,4.84
N,422,81,8.06
N,481,81,4.26
N,635,1,4.99
N,246,65,0.59
N,41,38,8.70
N,589,71,0.25
N,835,19,3.97
N,757,53,6.56
N,627,93,2.92
N,248,79,5.91
N,389,64,3.10
N,225,13,7.21
N,948,5,4.66
N,237,73,5.82
N,872,85,6.57
N,967,45,5.62
N,400,0,7.61
N,963,34,4.62
N,861,87,6.92
N,251,4,6.58
N,734,50,8.90
N,478,17,1.73
N,509,24,7.42
N,781,3,5.11
N,798,14,0.29
N,748,74,9.52
